861,947.649
870,947.346
880,947.010
890,946.674
900,946.338
910,946.002
920,945.665
930,945.329
940,944.752
950,944.100
960,943.402
970,942.665
980,941.898
990,941.102
1000,940.303
1010,939.494
1020,938.683
1030,937.870
1040,937.055
1050,936.238
1060,935.419
1070,934.598
1080,933.776
1090,932.952
1100,932.125
1110,931.297
1120,930.467
1130,929.636
1150,927.966
1160,927.129
,
1170,926.290
1180,925.448
1190,924.605
1200,923.760
1210,922.912
1220,922.062
1230,921.211
1240,920.357
1250,919.502
1260,918.645
1270,917.786
1280,916.925
1290,916.062
1300,915.197
1310,914.331
1320,913.462
1330,912.591
1340,911.719
1350,910.845
1360,909.968
1370,909.090
1380,908.210
1390,907.328
1400,906.444
1410,905.558
1420,904.671
1430,903.782
1440,902.892
1450,902.000
1460,901.107
1470,900.212
1480,899.316
1490,898.418
1500,897.519
1510,896.618
1520,895.717
1530,894.813
1540,893.908
1550,893.002
1560,892.094
1570,891.185
1580,890.274
1590,889.362
1600,888.449
1610,887.534
1620,886.617
1630,885.699
1640,884.780
1650,883.859
1660,882.937
1670,882.013
1680,881.088
1690,880.162
1700,879.234
1710,878.304
1720,877.373
1730,876.441
1740,875.507
1750,874.572
1760,873.635
1770,872.697
1780,871.757
1790,870.816
1800,869.874
1810,868.930
1820,867.984
1830,867.037
1840,866.089
1850,865.139
1860,864.188
1870,863.235
1880,862.281
1890,861.326
1900,860.369
1910,859.410
1920,858.451
1930,857.489
1940,856.526
1950,855.562
1960,854.597
1970,853.629
1980,852.661
1990,851.691
2000,850.719
2010,849.746
2020,848.772
2030,847.796
2040,846.819
2050,845.840
2060,844.860
2070,843.878
2080,842.895
2090,841.911
2100,840.925
2110,839.938
2120,838.949
2130,837.958
2140,836.967
2150,835.974
2160,834.979
2170,833.983
2180,832.986
2190,831.987
2200,830.986
2210,829.985
2220,828.982
2230,827.977
2240,826.971
2250,825.964
2260,824.955
2270,823.945
2280,822.933
2290,821.920
2300,820.906
2310,819.890
2320,818.873
2330,817.854
2340,816.834
2350,815.813
2360,814.790
2370,813.766
2380,812.741
2390,811.714
2400,810.686
2410,809.656
2420,808.625
2430,807.593
2440,806.559
2450,805.524
2460,804.487
2470,803.449
2480,802.410
2490,801.370
2500,800.328
2510,799.284
2520,798.240
2530,797.194
2540,796.147
2550,795.098
2560,794.048
2570,792.997
2580,791.944
2590,790.890
2600,789.834
2610,788.778
2620,787.720
2630,786.660
2640,785.599
2650,784.537
2660,783.474
2670,782.409
2680,781.343
2690,780.275
2700,779.206
2710,778.136
2720,777.064
2730,775.991
2740,774.917
2750,773.841
2760,772.764
2770,771.686
2780,770.606
2790,769.525
2800,768.443
2810,767.359
2820,766.274
2830,765.188
2840,764.100
2850,763.011
2860,761.920
2870,760.828
2880,759.735
2890,758.641
2900,757.545
2910,756.448
2920,755.349
2930,754.249
2940,753.148
2950,752.045
2960,750.941
2970,749.836
2980,748.729
2990,747.621
3000,746.512
3010,745.401
3020,744.289
3030,743.176
3040,742.061
3050,740.945
3060,739.827
3070,738.708
3080,737.588
3090,736.467
3100,735.344
3110,734.219
3120,733.094
3130,731.967
3140,730.839
3150,729.709
3160,728.578
3170,727.446
3180,726.312
3190,725.177
3200,724.041
3210,722.903
3220,721.764
3230,720.623
3240,719.482
3250,718.339
3260,717.194
3270,716.048
3280,714.901
3290,713.753
3300,712.603
3310,711.452
3320,710.299
3330,709.145
3340,707.990
3350,706.833
3360,705.675
3370,704.516
3380,703.355
3390,702.194
3400,701.033
3410,699.872
3420,698.712
3430,697.552
3440,696.393
3450,695.234
3460,694.076
3470,692.919
3480,691.762
3490,690.606
3500,689.450
3510,688.295
3520,687.141
3530,685.987
3540,684.834
3550,683.682
3560,682.530
3570,681.379
3580,680.228
3590,679.079
3600,677.930
3610,676.781
3620,675.633
3630,674.486
3640,673.339
3650,672.193
3660,671.048
3670,669.903
3680,668.759
3690,667.616
3700,666.474
3710,665.332
3720,664.190
3730,663.050
3740,661.910
3750,660.771
3760,659.632
3770,658.494
3780,657.357
3790,656.221
3800,655.085
3810,653.949
3820,652.815
3830,651.681
3840,650.548
3850,649.415
3860,648.283
3870,647.152
3880,646.021
3890,644.891
3900,643.762
3910,642.634
3920,641.506
3930,640.378
3940,639.252
3950,638.126
3960,637.001
3970,635.876
3980,634.753
3990,633.629
4000,632.507
4010,631.385
4020,630.264
4030,629.144
4040,628.024
4050,626.905
4060,625.786
4070,624.669
4080,623.552
4090,622.436
4100,621.320
4110,620.205
4120,619.091
4130,617.977
4140,616.865
4150,615.752
4160,614.641
4170,613.530
4180,612.420
4190,611.311
4200,610.202
4210,609.094
4220,607.987
4230,606.881
4240,605.775
4250,604.670
4260,603.565
4270,602.462
4280,601.359
4290,600.256
4300,599.155
4310,598.054
4320,596.954
4330,595.854
4340,594.756
4350,593.658
4360,592.560
4370,591.464
4380,590.368
4390,589.273
4400,588.179
4410,587.085
4420,585.992
4430,584.900
4440,583.808
4450,582.717
4460,581.627
4470,580.538
4480,579.450
4490,578.362
4500,577.275
4510,576.188
4520,575.103
4530,574.018
4540,572.933
4550,571.850
4560,570.767
4570,569.685
4580,568.604
4590,567.523
4600,566.444
4610,565.365
4620,564.286
4630,563.209
4640,562.132
4650,561.056
4660,559.981
4670,558.906
4680,557.832
4690,556.759
4700,555.687
4710,554.615
4720,553.545
4730,552.475
4740,551.405
4750,550.337
4760,549.269
4770,548.202
4780,547.136
4790,546.070
4800,545.005
4810,543.941
4820,542.878
4830,541.816
4840,540.754
4850,539.693
4860,538.633
4870,537.573
4880,536.515
4890,535.457
4900,534.399
4910,533.343
4920,532.287
4930,531.232
4940,530.178
4950,529.125
4960,528.072
4970,527.020
4980,525.969
4990,524.919
5000,523.869
5010,522.821
5020,521.773
5030,520.725
5040,519.679
5050,518.633
5060,517.588
5070,516.544
5080,515.500
5090,514.457
5100,513.415
5110,512.374
5120,511.333
5130,510.294
5140,509.255
5150,508.217
5160,507.179
5170,506.142
5180,505.106
5190,504.071
5200,503.037
5210,502.003
5220,500.970
5230,499.938
5240,498.907
5250,497.876
5260,496.846
5270,495.817
5280,494.789
5290,493.761
5300,492.734
5310,491.708
5320,490.683
5330,489.658
5340,488.634
5350,487.611
5360,486.589
5370,485.568
5380,484.547
5390,483.527
5400,482.508
5410,481.489
5420,480.471
5430,479.454
5440,478.438
5450,477.423
5460,476.408
5470,475.394
5480,474.381
5490,473.368
5500,472.357
5510,471.346
5520,470.336
5530,469.326
5540,468.318
5550,467.310
5560,466.302
5570,465.296
5580,464.291
5590,463.286
5600,462.282
5610,461.278
5620,460.276
5630,459.274
5640,458.273
5650,457.272
5660,456.273
5670,455.274
5680,454.276
5690,453.279
5700,452.282
5710,451.287
5720,450.292
5730,449.297
5740,448.304
5750,447.311
5760,446.319
5770,445.328
5780,444.337
5790,443.348
5800,442.359
5810,441.371
5820,440.383
5830,439.397
5840,438.411
5850,437.426
5860,436.441
5870,435.458
5880,434.475
5890,433.493
5900,432.511
5910,431.531
5920,430.551
5930,429.572
5940,428.593
5950,427.616
5960,426.639
5970,425.663
5980,424.688
5990,423.713
6000,422.740
6010,421.767
6020,420.794
6030,419.823
6040,418.852
6050,417.882
6060,416.913
6070,415.944
6080,414.977
6090,414.010
6100,413.044
6110,412.078
6120,411.113
6130,410.150
6140,409.186
6150,408.224
6160,407.262
6170,406.301
6180,405.341
6190,404.382
6200,403.423
6210,402.466
6220,401.509
6230,400.552
6240,399.597
6250,398.642
6260,397.688
6270,396.734
6280,395.782
6290,394.830
6300,393.880
6310,392.930
6320,391.981
6330,391.033
6340,390.086
6350,389.139
6360,388.194
6370,387.249
6380,386.304
6390,385.361
6400,384.418
6410,383.476
6420,382.535
6430,381.594
6440,380.655
6450,379.716
6460,378.778
6470,377.840
6480,376.904
6490,375.968
6500,375.033
6510,374.098
6520,373.165
6530,372.232
6540,371.300
6550,370.368
6560,369.438
6570,368.508
6580,367.579
6590,366.651
6600,365.723
6610,364.795
6620,363.869
6630,362.943
6640,362.018
6650,361.093
6660,360.170
6670,359.247
6680,358.325
6690,357.404
6700,356.483
6710,355.564
6720,354.645
6730,353.726
6740,352.809
6750,351.892
6760,350.977
6770,350.061
6780,349.147
6790,348.234
6800,347.321
6810,346.409
6820,345.498
6830,344.587
6840,343.678
6850,342.769
6860,341.861
6870,340.953
6880,340.047
6890,339.141
6900,338.236
6910,337.332
6920,336.428
6930,335.526
6940,334.624
6950,333.723
6960,332.822
6970,331.923
6980,331.024
6990,330.126
7000,329.229
7010,328.333
7020,327.437
7030,326.542
7040,325.648
7050,324.755
7060,323.862
7070,322.971
7080,322.080
7090,321.190
7100,320.300
7110,319.412
7120,318.524
7130,317.637
7140,316.751
7150,315.866
7160,314.981
7170,314.097
7180,313.214
7190,312.332
7200,311.451
7210,310.570
7220,309.690
7230,308.811
7240,307.933
7250,307.055
7260,306.179
7270,305.303
7280,304.428
7290,303.553
7300,302.680
7310,301.807
7320,300.935
7330,300.064
7340,299.194
7350,298.325
7360,297.456
7370,296.588
7380,295.721
7390,294.855
7400,293.989
7410,293.124
7420,292.260
7430,291.397
7440,290.535
7450,289.673
7460,288.813
7470,287.953
7480,287.094
7490,286.236
7500,285.378
7510,284.521
7520,283.665
7530,282.810
7540,281.956
7550,281.103
7560,280.250
7570,279.398
7580,278.547
7590,277.697
7600,276.848
7610,275.999
7620,275.151
7630,274.304
7640,273.458
7650,272.613
7660,271.768
7670,270.924
7680,270.081
7690,269.239
7700,268.398
7710,267.557
7720,266.717
7730,265.878
7740,265.040
7750,264.202
7760,263.366
7770,262.530
7780,261.695
7790,260.861
7800,260.027
7810,259.195
7820,258.363
7830,257.532
7840,256.702
7850,255.873
7860,255.044
7870,254.216
7880,253.390
7890,252.564
7900,251.738
7910,250.914
7920,250.090
7930,249.268
7940,248.446
7950,247.624
7960,246.804
7970,245.985
7980,245.166
7990,244.348
8000,243.531
8010,242.715
8020,241.899
8030,241.084
8040,240.271
8050,239.458
8060,238.645
8070,237.834
8080,237.023
8090,236.214
8100,235.405
8110,234.597
8120,233.789
8130,232.983
8140,232.177
8150,231.372
8160,230.568
8170,229.765
8180,228.962
8190,228.161
8200,227.360
8210,226.560
8220,225.761
8230,224.962
8240,224.165
8250,223.368
8260,222.572
8270,221.777
8280,220.983
8290,220.189
8300,219.397
8310,218.605
8320,217.814
8330,217.024
8340,216.234
8350,215.446
8360,214.658
8370,213.871
8380,213.085
8390,212.299
8400,211.515
8410,210.731
8420,209.948
8430,209.166
8440,208.385
8450,207.604
8460,206.825
8470,206.046
8480,205.268
8490,204.491
8500,203.714
8510,202.939
8520,202.164
8530,201.390
8540,200.617
8550,199.845
8560,199.073
8570,198.302
8580,197.533
8590,196.763
8600,195.995
8610,195.228
8620,194.461
8630,193.695
8640,192.930
8650,192.166
8660,191.403
8670,190.640
8680,189.879
8690,189.118
8700,188.358
8710,187.598
8720,186.840
8730,186.082
8740,185.325
8750,184.569
8760,183.814
8770,183.060
8780,182.306
8790,181.553
8800,180.801
8810,180.050
8820,179.300
8830,178.550
8840,177.802
8850,177.054
8860,176.307
8870,175.560
8880,174.815
8890,174.070
8900,173.327
8910,172.584
8920,171.841
8930,171.100
8940,170.359
8950,169.620
8960,168.881
8970,168.143
8980,167.405
8990,166.669
9000,165.933
9010,165.198
9020,164.464
9030,163.731
9040,162.999
9050,162.267
9060,161.536
9070,160.806
9080,160.077
9090,159.349
9100,158.621
9110,157.894
9120,157.169
9130,156.444
9140,155.719
9150,154.996
9160,154.273
9170,153.551
9180,152.830
9190,152.110
9200,151.391
9210,150.672
9220,149.954
9230,149.237
9240,148.521
9250,147.806
9260,147.091
9270,146.378
9280,145.665
9290,144.953
9300,144.242
9310,143.531
9320,142.821
9330,142.113
9340,141.405
9350,140.697
9360,139.991
9370,139.286
9380,138.581
9390,137.877
9400,137.174
9410,136.472
9420,135.770
9430,135.069
9440,134.369
9450,133.670
9460,132.972
9470,132.275
9480,131.578
9490,130.882
9500,130.187
9510,129.493
9520,128.800
9530,128.107
9540,127.416
9550,126.725
9560,126.035
9570,125.346
9580,124.657
9590,123.969
9600,123.283
9610,122.597
9620,121.911
9630,121.227
9640,120.543
9650,119.860
9660,119.178
9670,118.497
9680,117.817
9690,117.137
9700,116.458
9710,115.780
9720,115.102
9730,114.426
9740,113.750
9750,113.075
9760,112.401
9770,111.727
9780,111.054
9790,110.382
9800,109.711
9810,109.040
9820,108.371
9830,107.702
9840,107.033
9850,106.366
9860,105.699
9870,105.033
9880,104.368
9890,103.704
9900,103.040
9910,102.377
9920,101.715
9930,101.053
9940,100.393
9950,99.733
9960,99.074
9970,98.415
9980,97.758
9990,97.101
10000,96.445
10010,95.789
10020,95.135
10030,94.481
10040,93.828
10050,93.176
10060,92.524
10070,91.873
10080,91.223
10090,90.574
10100,89.925
10110,89.278
10120,88.631
10130,87.984
10140,87.339
10150,86.694
10160,86.050
10170,85.407
10180,84.765
10190,84.123
10200,83.482
10210,82.842
10220,82.202
10230,81.564
10240,80.926
10250,80.289
10260,79.652
10270,79.016
10280,78.382
10290,77.748
10300,77.114
10310,76.482
10320,75.850
10330,75.219
10340,74.589
10350,73.960
10360,73.332
10370,72.705
10380,72.080
10390,71.455
10400,70.831
10410,70.208
10420,69.587
10430,68.966
10440,68.346
10450,67.728
10460,67.110
10470,66.494
10480,65.878
10490,65.264
10500,64.653
10510,64.044
10520,63.437
10530,62.830
10540,62.225
10550,61.620
10560,61.017
10570,60.415
10580,59.813
10590,59.213
10600,58.614
10610,58.016
10620,57.418
10630,56.822
10640,56.227
10650,55.633
10660,55.040
10670,54.448
10680,53.857
10690,53.266
10700,52.677
10710,52.089
10720,51.503
10730,50.917
10740,50.332
10750,49.748
10760,49.165
10770,48.583
10780,48.002
10790,47.423
10800,46.844
10810,46.266
10820,45.690
10830,45.114
10840,44.539
10850,43.966
10860,43.393
10870,42.822
10880,42.251
10890,41.682
10900,41.113
10910,40.546
10920,39.979
10930,39.414
10940,38.850
10950,38.286
10960,37.724
10970,37.163
10980,36.602
10990,36.043
11000,35.485
11010,34.928
11020,34.372
11030,33.817
11040,33.263
11050,32.709
11060,32.157
11070,31.606
11080,31.057
11090,30.508
11100,29.960
11110,29.413
11120,28.867
11130,28.322
11140,27.778
11150,27.236
11160,26.694
11170,26.153
11180,25.613
11190,25.075
11200,24.537
11210,24.000
11220,23.465
11230,22.930
11240,22.397
11250,21.864
11260,21.333
11270,20.802
11280,20.273
11290,19.744
11300,19.217
11310,18.691
11320,18.165
11330,17.641
11340,17.118
11350,16.596
11360,16.074
11370,15.554
11380,15.035
11390,14.517
11400,14.000
11410,13.484
11420,12.969
11430,12.455
11440,11.942
11450,11.430
11460,10.919
11470,10.409
11480,9.900
11490,9.392
11500,8.886
11510,8.380
11520,7.875
11530,7.371
11540,6.869
11550,6.367
11560,5.866
11570,5.367
11580,4.866
11590,4.366
11600,3.866
11610,3.368
11620,2.870
11630,2.374
11640,1.938
11650,1.508
11660,1.078
11670,0.648
11680,0.351
11690,0.158
11693,0.103
